dataset,snapshot,query_id,policy,batch,accesses,dense,sparse,before,k
nfcorpus,0,PLAIN-2081,dibud,64,1664,1401,263,15,18
nfcorpus,0,PLAIN-2081,dibud,64,1792,1529,263,18,19
nfcorpus,0,PLAIN-2081,dibud,64,2048,1785,263,19,20
nfcorpus,0,PLAIN-2081,dibud,64,2176,1913,263,20,21
nfcorpus,0,PLAIN-2081,dibud,64,2368,2105,263,21,22
nfcorpus,0,PLAIN-2081,dibud,64,3264,3001,263,22,47
nfcorpus,0,PLAIN-2081,dibud,64,3456,3193,263,47,48
nfcorpus,0,PLAIN-2081,dibud,64,3648,3385,263,48,90
nfcorpus,0,PLAIN-2081,dibud,64,3896,3633,263,90,100
nfcorpus,0,PLAIN-2081,balanced,64,128,64,64,0,5
nfcorpus,0,PLAIN-2081,balanced,64,256,128,128,5,6
nfcorpus,0,PLAIN-2081,balanced,64,384,192,192,6,8
nfcorpus,0,PLAIN-2081,balanced,64,583,320,263,8,10
nfcorpus,0,PLAIN-2081,balanced,64,775,512,263,10,13
nfcorpus,0,PLAIN-2081,balanced,64,1216,953,263,13,14
nfcorpus,0,PLAIN-2081,balanced,64,1536,1273,263,14,15
nfcorpus,0,PLAIN-2081,balanced,64,1664,1401,263,15,18
nfcorpus,0,PLAIN-2081,balanced,64,1792,1529,263,18,19
nfcorpus,0,PLAIN-2081,balanced,64,2048,1785,263,19,20
nfcorpus,0,PLAIN-2081,balanced,64,2176,1913,263,20,21
nfcorpus,0,PLAIN-2081,balanced,64,2368,2105,263,21,22
nfcorpus,0,PLAIN-2081,balanced,64,3264,3001,263,22,47
nfcorpus,0,PLAIN-2081,balanced,64,3456,3193,263,47,48
nfcorpus,0,PLAIN-2081,balanced,64,3648,3385,263,48,90
nfcorpus,0,PLAIN-2081,balanced,64,3896,3633,263,90,100
nfcorpus,0,PLAIN-2092,dibud,1,2,1,1,0,1
nfcorpus,0,PLAIN-2092,dibud,1,8,4,4,1,4
nfcorpus,0,PLAIN-2092,dibud,1,10,5,5,4,5
nfcorpus,0,PLAIN-2092,dibud,1,11,6,5,5,6
nfcorpus,0,PLAIN-2092,dibud,1,12,7,5,6,7
nfcorpus,0,PLAIN-2092,dibud,1,13,8,5,7,8
nfcorpus,0,PLAIN-2092,dibud,1,14,9,5,8,9
nfcorpus,0,PLAIN-2092,dibud,1,15,10,5,9,10
nfcorpus,0,PLAIN-2092,dibud,1,16,11,5,10,11
nfcorpus,0,PLAIN-2092,dibud,1,17,12,5,11,12
nfcorpus,0,PLAIN-2092,dibud,1,18,13,5,12,13
nfcorpus,0,PLAIN-2092,dibud,1,19,14,5,13,14
nfcorpus,0,PLAIN-2092,dibud,1,20,15,5,14,15
nfcorpus,0,PLAIN-2092,dibud,1,21,16,5,15,16
nfcorpus,0,PLAIN-2092,dibud,1,22,17,5,16,17
nfcorpus,0,PLAIN-2092,dibud,1,23,18,5,17,18
nfcorpus,0,PLAIN-2092,dibud,1,24,19,5,18,19
nfcorpus,0,PLAIN-2092,dibud,1,25,20,5,19,20
nfcorpus,0,PLAIN-2092,dibud,1,26,21,5,20,21
nfcorpus,0,PLAIN-2092,dibud,1,27,22,5,21,22
nfcorpus,0,PLAIN-2092,dibud,1,28,23,5,22,23
nfcorpus,0,PLAIN-2092,dibud,1,29,24,5,23,24
nfcorpus,0,PLAIN-2092,dibud,1,30,25,5,24,25
nfcorpus,0,PLAIN-2092,dibud,1,31,26,5,25,26
nfcorpus,0,PLAIN-2092,dibud,1,32,27,5,26,27
nfcorpus,0,PLAIN-2092,dibud,1,33,28,5,27,28
nfcorpus,0,PLAIN-2092,dibud,1,34,29,5,28,29
nfcorpus,0,PLAIN-2092,dibud,1,35,30,5,29,30
nfcorpus,0,PLAIN-2092,dibud,1,36,31,5,30,31
nfcorpus,0,PLAIN-2092,dibud,1,37,32,5,31,32
nfcorpus,0,PLAIN-2092,dibud,1,38,33,5,32,33
nfcorpus,0,PLAIN-2092,dibud,1,39,34,5,33,34
nfcorpus,0,PLAIN-2092,dibud,1,40,35,5,34,35
nfcorpus,0,PLAIN-2092,dibud,1,41,36,5,35,36
nfcorpus,0,PLAIN-2092,dibud,1,42,37,5,36,37
nfcorpus,0,PLAIN-2092,dibud,1,43,38,5,37,38
nfcorpus,0,PLAIN-2092,dibud,1,44,39,5,38,39
nfcorpus,0,PLAIN-2092,dibud,1,45,40,5,39,40
nfcorpus,0,PLAIN-2092,dibud,1,46,41,5,40,41
nfcorpus,0,PLAIN-2092,dibud,1,47,42,5,41,42
nfcorpus,0,PLAIN-2092,dibud,1,48,43,5,42,43
nfcorpus,0,PLAIN-2092,dibud,1,49,44,5,43,44
nfcorpus,0,PLAIN-2092,dibud,1,50,45,5,44,45
nfcorpus,0,PLAIN-2092,dibud,1,51,46,5,45,46
nfcorpus,0,PLAIN-2092,dibud,1,52,47,5,46,47
nfcorpus,0,PLAIN-2092,dibud,1,53,48,5,47,48
nfcorpus,0,PLAIN-2092,dibud,1,54,49,5,48,49
nfcorpus,0,PLAIN-2092,dibud,1,55,50,5,49,50
nfcorpus,0,PLAIN-2092,dibud,1,56,51,5,50,51
nfcorpus,0,PLAIN-2092,dibud,1,57,52,5,51,52
nfcorpus,0,PLAIN-2092,dibud,1,58,53,5,52,53
nfcorpus,0,PLAIN-2092,dibud,1,59,54,5,53,54
nfcorpus,0,PLAIN-2092,dibud,1,60,55,5,54,55
nfcorpus,0,PLAIN-2092,dibud,1,61,56,5,55,56
nfcorpus,0,PLAIN-2092,dibud,1,62,57,5,56,57
nfcorpus,0,PLAIN-2092,dibud,1,63,58,5,57,58
nfcorpus,0,PLAIN-2092,dibud,1,64,59,5,58,59
nfcorpus,0,PLAIN-2092,dibud,1,65,60,5,59,60
nfcorpus,0,PLAIN-2092,dibud,1,66,61,5,60,61
nfcorpus,0,PLAIN-2092,dibud,1,67,62,5,61,62
nfcorpus,0,PLAIN-2092,dibud,1,68,63,5,62,63
nfcorpus,0,PLAIN-2092,dibud,1,69,64,5,63,64
nfcorpus,0,PLAIN-2092,dibud,1,70,65,5,64,65
nfcorpus,0,PLAIN-2092,dibud,1,71,66,5,65,66
nfcorpus,0,PLAIN-2092,dibud,1,72,67,5,66,67
nfcorpus,0,PLAIN-2092,dibud,1,73,68,5,67,68
nfcorpus,0,PLAIN-2092,dibud,1,74,69,5,68,69
nfcorpus,0,PLAIN-2092,dibud,1,75,70,5,69,70
nfcorpus,0,PLAIN-2092,dibud,1,76,71,5,70,71
nfcorpus,0,PLAIN-2092,dibud,1,77,72,5,71,72
nfcorpus,0,PLAIN-2092,dibud,1,78,73,5,72,73
nfcorpus,0,PLAIN-2092,dibud,1,79,74,5,73,74
nfcorpus,0,PLAIN-2092,dibud,1,80,75,5,74,75
nfcorpus,0,PLAIN-2092,dibud,1,81,76,5,75,76
nfcorpus,0,PLAIN-2092,dibud,1,82,77,5,76,77
nfcorpus,0,PLAIN-2092,dibud,1,83,78,5,77,78
nfcorpus,0,PLAIN-2092,dibud,1,84,79,5,78,79
nfcorpus,0,PLAIN-2092,dibud,1,85,80,5,79,80
nfcorpus,0,PLAIN-2092,dibud,1,86,81,5,80,81
nfcorpus,0,PLAIN-2092,dibud,1,87,82,5,81,82
nfcorpus,0,PLAIN-2092,dibud,1,88,83,5,82,83
nfcorpus,0,PLAIN-2092,dibud,1,89,84,5,83,84
nfcorpus,0,PLAIN-2092,dibud,1,90,85,5,84,85
nfcorpus,0,PLAIN-2092,dibud,1,91,86,5,85,86
nfcorpus,0,PLAIN-2092,dibud,1,92,87,5,86,87
nfcorpus,0,PLAIN-2092,dibud,1,93,88,5,87,88
nfcorpus,0,PLAIN-2092,dibud,1,94,89,5,88,89
nfcorpus,0,PLAIN-2092,dibud,1,95,90,5,89,90
nfcorpus,0,PLAIN-2092,dibud,1,96,91,5,90,91
nfcorpus,0,PLAIN-2092,dibud,1,97,92,5,91,92
nfcorpus,0,PLAIN-2092,dibud,1,98,93,5,92,93
nfcorpus,0,PLAIN-2092,dibud,1,99,94,5,93,94
nfcorpus,0,PLAIN-2092,dibud,1,100,95,5,94,95
nfcorpus,0,PLAIN-2092,dibud,1,101,96,5,95,96
nfcorpus,0,PLAIN-2092,dibud,1,102,97,5,96,97
nfcorpus,0,PLAIN-2092,dibud,1,103,98,5,97,98
nfcorpus,0,PLAIN-2092,dibud,1,104,99,5,98,99
nfcorpus,0,PLAIN-2092,dibud,1,105,100,5,99,100
nfcorpus,0,PLAIN-2092,balanced,1,2,1,1,0,1
nfcorpus,0,PLAIN-2092,balanced,1,7,4,3,1,2
nfcorpus,0,PLAIN-2092,balanced,1,8,4,4,2,4
nfcorpus,0,PLAIN-2092,balanced,1,10,5,5,4,5
nfcorpus,0,PLAIN-2092,balanced,1,11,6,5,5,6
nfcorpus,0,PLAIN-2092,balanced,1,12,7,5,6,7
nfcorpus,0,PLAIN-2092,balanced,1,13,8,5,7,8
nfcorpus,0,PLAIN-2092,balanced,1,14,9,5,8,9
nfcorpus,0,PLAIN-2092,balanced,1,15,10,5,9,10
nfcorpus,0,PLAIN-2092,balanced,1,16,11,5,10,11
nfcorpus,0,PLAIN-2092,balanced,1,17,12,5,11,12
nfcorpus,0,PLAIN-2092,balanced,1,18,13,5,12,13
nfcorpus,0,PLAIN-2092,balanced,1,19,14,5,13,14
nfcorpus,0,PLAIN-2092,balanced,1,20,15,5,14,15
nfcorpus,0,PLAIN-2092,balanced,1,21,16,5,15,16
nfcorpus,0,PLAIN-2092,balanced,1,22,17,5,16,17
nfcorpus,0,PLAIN-2092,balanced,1,23,18,5,17,18
nfcorpus,0,PLAIN-2092,balanced,1,24,19,5,18,19
nfcorpus,0,PLAIN-2092,balanced,1,25,20,5,19,20
nfcorpus,0,PLAIN-2092,balanced,1,26,21,5,20,21
nfcorpus,0,PLAIN-2092,balanced,1,27,22,5,21,22
nfcorpus,0,PLAIN-2092,balanced,1,28,23,5,22,23
nfcorpus,0,PLAIN-2092,balanced,1,29,24,5,23,24
nfcorpus,0,PLAIN-2092,balanced,1,30,25,5,24,25
nfcorpus,0,PLAIN-2092,balanced,1,31,26,5,25,26
nfcorpus,0,PLAIN-2092,balanced,1,32,27,5,26,27
nfcorpus,0,PLAIN-2092,balanced,1,33,28,5,27,28
nfcorpus,0,PLAIN-2092,balanced,1,34,29,5,28,29
nfcorpus,0,PLAIN-2092,balanced,1,35,30,5,29,30
nfcorpus,0,PLAIN-2092,balanced,1,36,31,5,30,31
nfcorpus,0,PLAIN-2092,balanced,1,37,32,5,31,32
nfcorpus,0,PLAIN-2092,balanced,1,38,33,5,32,33
nfcorpus,0,PLAIN-2092,balanced,1,39,34,5,33,34
nfcorpus,0,PLAIN-2092,balanced,1,40,35,5,34,35
nfcorpus,0,PLAIN-2092,balanced,1,41,36,5,35,36
nfcorpus,0,PLAIN-2092,balanced,1,42,37,5,36,37
nfcorpus,0,PLAIN-2092,balanced,1,43,38,5,37,38
nfcorpus,0,PLAIN-2092,balanced,1,44,39,5,38,39
nfcorpus,0,PLAIN-2092,balanced,1,45,40,5,39,40
nfcorpus,0,PLAIN-2092,balanced,1,46,41,5,40,41
nfcorpus,0,PLAIN-2092,balanced,1,47,42,5,41,42
nfcorpus,0,PLAIN-2092,balanced,1,48,43,5,42,43
nfcorpus,0,PLAIN-2092,balanced,1,49,44,5,43,44
nfcorpus,0,PLAIN-2092,balanced,1,50,45,5,44,45
nfcorpus,0,PLAIN-2092,balanced,1,51,46,5,45,46
nfcorpus,0,PLAIN-2092,balanced,1,52,47,5,46,47
nfcorpus,0,PLAIN-2092,balanced,1,53,48,5,47,48
nfcorpus,0,PLAIN-2092,balanced,1,54,49,5,48,49
nfcorpus,0,PLAIN-2092,balanced,1,55,50,5,49,50
nfcorpus,0,PLAIN-2092,balanced,1,56,51,5,50,51
nfcorpus,0,PLAIN-2092,balanced,1,57,52,5,51,52
nfcorpus,0,PLAIN-2092,balanced,1,58,53,5,52,53
nfcorpus,0,PLAIN-2092,balanced,1,59,54,5,53,54
nfcorpus,0,PLAIN-2092,balanced,1,60,55,5,54,55
nfcorpus,0,PLAIN-2092,balanced,1,61,56,5,55,56
nfcorpus,0,PLAIN-2092,balanced,1,62,57,5,56,57
nfcorpus,0,PLAIN-2092,balanced,1,63,58,5,57,58
nfcorpus,0,PLAIN-2092,balanced,1,64,59,5,58,59
nfcorpus,0,PLAIN-2092,balanced,1,65,60,5,59,60
nfcorpus,0,PLAIN-2092,balanced,1,66,61,5,60,61
nfcorpus,0,PLAIN-2092,balanced,1,67,62,5,61,62
nfcorpus,0,PLAIN-2092,balanced,1,68,63,5,62,63
nfcorpus,0,PLAIN-2092,balanced,1,69,64,5,63,64
nfcorpus,0,PLAIN-2092,balanced,1,70,65,5,64,65
nfcorpus,0,PLAIN-2092,balanced,1,71,66,5,65,66
nfcorpus,0,PLAIN-2092,balanced,1,72,67,5,66,67
nfcorpus,0,PLAIN-2092,balanced,1,73,68,5,67,68
nfcorpus,0,PLAIN-2092,balanced,1,74,69,5,68,69
nfcorpus,0,PLAIN-2092,balanced,1,75,70,5,69,70
nfcorpus,0,PLAIN-2092,balanced,1,76,71,5,70,71
nfcorpus,0,PLAIN-2092,balanced,1,77,72,5,71,72
nfcorpus,0,PLAIN-2092,balanced,1,78,73,5,72,73
nfcorpus,0,PLAIN-2092,balanced,1,79,74,5,73,74
nfcorpus,0,PLAIN-2092,balanced,1,80,75,5,74,75
nfcorpus,0,PLAIN-2092,balanced,1,81,76,5,75,76
nfcorpus,0,PLAIN-2092,balanced,1,82,77,5,76,77
nfcorpus,0,PLAIN-2092,balanced,1,83,78,5,77,78
nfcorpus,0,PLAIN-2092,balanced,1,84,79,5,78,79
nfcorpus,0,PLAIN-2092,balanced,1,85,80,5,79,80
nfcorpus,0,PLAIN-2092,balanced,1,86,81,5,80,81
nfcorpus,0,PLAIN-2092,balanced,1,87,82,5,81,82
nfcorpus,0,PLAIN-2092,balanced,1,88,83,5,82,83
nfcorpus,0,PLAIN-2092,balanced,1,89,84,5,83,84
nfcorpus,0,PLAIN-2092,balanced,1,90,85,5,84,85
nfcorpus,0,PLAIN-2092,balanced,1,91,86,5,85,86
nfcorpus,0,PLAIN-2092,balanced,1,92,87,5,86,87
nfcorpus,0,PLAIN-2092,balanced,1,93,88,5,87,88
nfcorpus,0,PLAIN-2092,balanced,1,94,89,5,88,89
nfcorpus,0,PLAIN-2092,balanced,1,95,90,5,89,90
nfcorpus,0,PLAIN-2092,balanced,1,96,91,5,90,91
nfcorpus,0,PLAIN-2092,balanced,1,97,92,5,91,92
nfcorpus,0,PLAIN-2092,balanced,1,98,93,5,92,93
nfcorpus,0,PLAIN-2092,balanced,1,99,94,5,93,94
nfcorpus,0,PLAIN-2092,balanced,1,100,95,5,94,95
nfcorpus,0,PLAIN-2092,balanced,1,101,96,5,95,96
nfcorpus,0,PLAIN-2092,balanced,1,102,97,5,96,97
nfcorpus,0,PLAIN-2092,balanced,1,103,98,5,97,98
nfcorpus,0,PLAIN-2092,balanced,1,104,99,5,98,99
nfcorpus,0,PLAIN-2092,balanced,1,105,100,5,99,100
nfcorpus,0,PLAIN-2092,dibud,64,69,64,5,0,64
nfcorpus,0,PLAIN-2092,dibud,64,128,123,5,64,100
nfcorpus,0,PLAIN-2092,balanced,64,69,64,5,0,64
nfcorpus,0,PLAIN-2092,balanced,64,128,123,5,64,100
nfcorpus,0,PLAIN-2102,dibud,1,5,2,3,0,1
nfcorpus,0,PLAIN-2102,dibud,1,8,4,4,1,2
nfcorpus,0,PLAIN-2102,dibud,1,9,5,4,2,3
nfcorpus,0,PLAIN-2102,dibud,1,12,6,6,3,4
nfcorpus,0,PLAIN-2102,dibud,1,14,6,8,4,5
nfcorpus,0,PLAIN-2102,dibud,1,27,12,15,5,6
nfcorpus,0,PLAIN-2102,dibud,1,35,16,19,6,7
nfcorpus,0,PLAIN-2102,dibud,1,40,18,22,7,8
nfcorpus,0,PLAIN-2102,dibud,1,41,19,22,8,9
nfcorpus,0,PLAIN-2102,dibud,1,46,24,22,9,11
nfcorpus,0,PLAIN-2102,dibud,1,49,27,22,11,12
nfcorpus,0,PLAIN-2102,dibud,1,77,43,34,12,13
nfcorpus,0,PLAIN-2102,dibud,1,81,45,36,13,14
nfcorpus,0,PLAIN-2102,dibud,1,90,50,40,14,15
nfcorpus,0,PLAIN-2102,dibud,1,96,53,43,15,16
nfcorpus,0,PLAIN-2102,dibud,1,97,54,43,16,18
nfcorpus,0,PLAIN-2102,dibud,1,102,54,48,18,20
nfcorpus,0,PLAIN-2102,dibud,1,103,54,49,20,27
nfcorpus,0,PLAIN-2102,dibud,1,116,56,60,27,28
nfcorpus,0,PLAIN-2102,dibud,1,124,59,65,28,29
nfcorpus,0,PLAIN-2102,dibud,1,144,69,75,29,30
nfcorpus,0,PLAIN-2102,dibud,1,171,82,89,30,31
nfcorpus,0,PLAIN-2102,dibud,1,206,98,108,31,32
nfcorpus,0,PLAIN-2102,dibud,1,211,101,110,32,33
nfcorpus,0,PLAIN-2102,dibud,1,216,103,113,33,34
nfcorpus,0,PLAIN-2102,dibud,1,242,115,127,34,35
nfcorpus,0,PLAIN-2102,dibud,1,257,122,135,35,36
nfcorpus,0,PLAIN-2102,dibud,1,285,139,146,36,37
nfcorpus,0,PLAIN-2102,dibud,1,289,141,148,37,38
nfcorpus,0,PLAIN-2102,dibud,1,296,141,155,38,39
nfcorpus,0,PLAIN-2102,dibud,1,301,141,160,39,40
nfcorpus,0,PLAIN-2102,dibud,1,311,144,167,40,41
nfcorpus,0,PLAIN-2102,dibud,1,327,151,176,41,42
nfcorpus,0,PLAIN-2102,dibud,1,334,154,180,42,43
nfcorpus,0,PLAIN-2102,dibud,1,364,167,197,43,44
nfcorpus,0,PLAIN-2102,dibud,1,385,187,198,44,45
nfcorpus,0,PLAIN-2102,dibud,1,413,201,212,45,46
nfcorpus,0,PLAIN-2102,dibud,1,420,204,216,46,47
nfcorpus,0,PLAIN-2102,dibud,1,422,205,217,47,48
nfcorpus,0,PLAIN-2102,dibud,1,445,216,229,48,49
nfcorpus,0,PLAIN-2102,dibud,1,454,224,230,49,50
nfcorpus,0,PLAIN-2102,dibud,1,456,226,230,50,51
nfcorpus,0,PLAIN-2102,dibud,1,464,234,230,51,54
nfcorpus,0,PLAIN-2102,dibud,1,524,294,230,54,55
nfcorpus,0,PLAIN-2102,dibud,1,533,303,230,55,56
nfcorpus,0,PLAIN-2102,dibud,1,544,314,230,56,57
nfcorpus,0,PLAIN-2102,dibud,1,611,381,230,57,58
nfcorpus,0,PLAIN-2102,dibud,1,674,444,230,58,59
nfcorpus,0,PLAIN-2102,dibud,1,818,588,230,59,60
nfcorpus,0,PLAIN-2102,dibud,1,828,598,230,60,61
nfcorpus,0,PLAIN-2102,dibud,1,928,698,230,61,62
nfcorpus,0,PLAIN-2102,dibud,1,1075,845,230,62,91
nfcorpus,0,PLAIN-2102,dibud,1,1090,860,230,91,92
nfcorpus,0,PLAIN-2102,dibud,1,1270,1040,230,92,93
nfcorpus,0,PLAIN-2102,dibud,1,1374,1144,230,93,94
nfcorpus,0,PLAIN-2102,dibud,1,1479,1249,230,94,100
nfcorpus,0,PLAIN-2102,balanced,1,3,2,1,0,1
nfcorpus,0,PLAIN-2102,balanced,1,8,4,4,1,2
nfcorpus,0,PLAIN-2102,balanced,1,9,5,4,2,3
nfcorpus,0,PLAIN-2102,balanced,1,11,6,5,3,4
nfcorpus,0,PLAIN-2102,balanced,1,16,8,8,4,5
nfcorpus,0,PLAIN-2102,balanced,1,30,15,15,5,6
nfcorpus,0,PLAIN-2102,balanced,1,38,19,19,6,7
nfcorpus,0,PLAIN-2102,balanced,1,44,22,22,7,9
nfcorpus,0,PLAIN-2102,balanced,1,47,24,23,9,11
nfcorpus,0,PLAIN-2102,balanced,1,53,27,26,11,12
nfcorpus,0,PLAIN-2102,balanced,1,85,43,42,12,13
nfcorpus,0,PLAIN-2102,balanced,1,89,45,44,13,14
nfcorpus,0,PLAIN-2102,balanced,1,99,50,49,14,15
nfcorpus,0,PLAIN-2102,balanced,1,105,53,52,15,16
nfcorpus,0,PLAIN-2102,balanced,1,107,54,53,16,27
nfcorpus,0,PLAIN-2102,balanced,1,120,60,60,27,28
nfcorpus,0,PLAIN-2102,balanced,1,130,65,65,28,29
nfcorpus,0,PLAIN-2102,balanced,1,150,75,75,29,30
nfcorpus,0,PLAIN-2102,balanced,1,178,89,89,30,31
nfcorpus,0,PLAIN-2102,balanced,1,216,108,108,31,32
nfcorpus,0,PLAIN-2102,balanced,1,220,110,110,32,33
nfcorpus,0,PLAIN-2102,balanced,1,226,113,113,33,34
nfcorpus,0,PLAIN-2102,balanced,1,254,127,127,34,35
nfcorpus,0,PLAIN-2102,balanced,1,270,135,135,35,36
nfcorpus,0,PLAIN-2102,balanced,1,292,146,146,36,37
nfcorpus,0,PLAIN-2102,balanced,1,296,148,148,37,38
nfcorpus,0,PLAIN-2102,balanced,1,310,155,155,38,39
nfcorpus,0,PLAIN-2102,balanced,1,320,160,160,39,40
nfcorpus,0,PLAIN-2102,balanced,1,334,167,167,40,41
nfcorpus,0,PLAIN-2102,balanced,1,352,176,176,41,42
nfcorpus,0,PLAIN-2102,balanced,1,360,180,180,42,43
nfcorpus,0,PLAIN-2102,balanced,1,394,197,197,43,44
nfcorpus,0,PLAIN-2102,balanced,1,396,198,198,44,45
nfcorpus,0,PLAIN-2102,balanced,1,424,212,212,45,46
nfcorpus,0,PLAIN-2102,balanced,1,432,216,216,46,47
nfcorpus,0,PLAIN-2102,balanced,1,434,217,217,47,48
nfcorpus,0,PLAIN-2102,balanced,1,458,229,229,48,49
nfcorpus,0,PLAIN-2102,balanced,1,460,230,230,49,51
nfcorpus,0,PLAIN-2102,balanced,1,464,234,230,51,54
nfcorpus,0,PLAIN-2102,balanced,1,524,294,230,54,55
nfcorpus,0,PLAIN-2102,balanced,1,533,303,230,55,56
nfcorpus,0,PLAIN-2102,balanced,1,544,314,230,56,57
nfcorpus,0,PLAIN-2102,balanced,1,611,381,230,57,58
nfcorpus,0,PLAIN-2102,balanced,1,674,444,230,58,59
nfcorpus,0,PLAIN-2102,balanced,1,818,588,230,59,60
nfcorpus,0,PLAIN-2102,balanced,1,828,598,230,60,61
nfcorpus,0,PLAIN-2102,balanced,1,928,698,230,61,62
nfcorpus,0,PLAIN-2102,balanced,1,1075,845,230,62,91
nfcorpus,0,PLAIN-2102,balanced,1,1090,860,230,91,92
nfcorpus,0,PLAIN-2102,balanced,1,1270,1040,230,92,93
nfcorpus,0,PLAIN-2102,balanced,1,1374,1144,230,93,94
nfcorpus,0,PLAIN-2102,balanced,1,1479,1249,230,94,100
nfcorpus,0,PLAIN-2102,dibud,64,128,64,64,0,28
nfcorpus,0,PLAIN-2102,dibud,64,192,64,128,28,29
nfcorpus,0,PLAIN-2102,dibud,64,256,128,128,29,35
nfcorpus,0,PLAIN-2102,dibud,64,320,128,192,35,36
nfcorpus,0,PLAIN-2102,dibud,64,384,192,192,36,43
nfcorpus,0,PLAIN-2102,dibud,64,422,192,230,43,45
nfcorpus,0,PLAIN-2102,dibud,64,486,256,230,45,54
nfcorpus,0,PLAIN-2102,dibud,64,576,346,230,54,57
nfcorpus,0,PLAIN-2102,dibud,64,640,410,230,57,58
nfcorpus,0,PLAIN-2102,dibud,64,704,474,230,58,59
nfcorpus,0,PLAIN-2102,dibud,64,832,602,230,59,61
nfcorpus,0,PLAIN-2102,dibud,64,960,730,230,61,62
nfcorpus,0,PLAIN-2102,dibud,64,1088,858,230,62,91
nfcorpus,0,PLAIN-2102,dibud,64,1152,922,230,91,92
nfcorpus,0,PLAIN-2102,dibud,64,1280,1050,230,92,93
nfcorpus,0,PLAIN-2102,dibud,64,1408,1178,230,93,94
nfcorpus,0,PLAIN-2102,dibud,64,1536,1306,230,94,100
nfcorpus,0,PLAIN-2102,balanced,64,128,64,64,0,28
nfcorpus,0,PLAIN-2102,balanced,64,256,128,128,28,35
nfcorpus,0,PLAIN-2102,balanced,64,384,192,192,35,43
nfcorpus,0,PLAIN-2102,balanced,64,486,256,230,43,54
nfcorpus,0,PLAIN-2102,balanced,64,576,346,230,54,57
nfcorpus,0,PLAIN-2102,balanced,64,640,410,230,57,58
nfcorpus,0,PLAIN-2102,balanced,64,704,474,230,58,59
nfcorpus,0,PLAIN-2102,balanced,64,832,602,230,59,61
nfcorpus,0,PLAIN-2102,balanced,64,960,730,230,61,62
nfcorpus,0,PLAIN-2102,balanced,64,1088,858,230,62,91
nfcorpus,0,PLAIN-2102,balanced,64,1152,922,230,91,92
nfcorpus,0,PLAIN-2102,balanced,64,1280,1050,230,92,93
nfcorpus,0,PLAIN-2102,balanced,64,1408,1178,230,93,94
nfcorpus,0,PLAIN-2102,balanced,64,1536,1306,230,94,100
nfcorpus,0,PLAIN-2113,dibud,1,5,3,2,0,1
nfcorpus,0,PLAIN-2113,dibud,1,25,13,12,1,2
nfcorpus,0,PLAIN-2113,dibud,1,42,22,20,2,4
nfcorpus,0,PLAIN-2113,dibud,1,80,36,44,4,5
nfcorpus,0,PLAIN-2113,dibud,1,204,92,112,5,6
nfcorpus,0,PLAIN-2113,dibud,1,216,97,119,6,7
nfcorpus,0,PLAIN-2113,dibud,1,325,144,181,7,8
nfcorpus,0,PLAIN-2113,dibud,1,347,144,203,8,9
nfcorpus,0,PLAIN-2113,dibud,1,423,167,256,9,10
nfcorpus,0,PLAIN-2113,dibud,1,440,173,267,10,11
nfcorpus,0,PLAIN-2113,dibud,1,566,213,353,11,12
nfcorpus,0,PLAIN-2113,dibud,1,573,215,358,12,13
nfcorpus,0,PLAIN-2113,dibud,1,614,228,386,13,14
nfcorpus,0,PLAIN-2113,dibud,1,731,244,487,14,15
nfcorpus,0,PLAIN-2113,dibud,1,757,250,507,15,16
nfcorpus,0,PLAIN-2113,dibud,1,795,258,537,16,17
nfcorpus,0,PLAIN-2113,dibud,1,1082,314,768,17,18
nfcorpus,0,PLAIN-2113,dibud,1,1267,359,908,18,19
nfcorpus,0,PLAIN-2113,dibud,1,1294,386,908,19,20
nfcorpus,0,PLAIN-2113,dibud,1,1450,542,908,20,21
nfcorpus,0,PLAIN-2113,dibud,1,1513,605,908,21,22
nfcorpus,0,PLAIN-2113,dibud,1,1530,622,908,22,23
nfcorpus,0,PLAIN-2113,dibud,1,1618,710,908,23,24
nfcorpus,0,PLAIN-2113,dibud,1,1713,805,908,24,25
nfcorpus,0,PLAIN-2113,dibud,1,2024,1116,908,25,26
nfcorpus,0,PLAIN-2113,dibud,1,2027,1119,908,26,27
nfcorpus,0,PLAIN-2113,dibud,1,2250,1342,908,27,28
nfcorpus,0,PLAIN-2113,dibud,1,2347,1439,908,28,29
nfcorpus,0,PLAIN-2113,dibud,1,2951,2043,908,29,30
nfcorpus,0,PLAIN-2113,dibud,1,3549,2641,908,30,70
nfcorpus,0,PLAIN-2113,dibud,1,3593,2685,908,70,71
nfcorpus,0,PLAIN-2113,dibud,1,4003,3095,908,71,72
nfcorpus,0,PLAIN-2113,dibud,1,4005,3097,908,72,73
nfcorpus,0,PLAIN-2113,dibud,1,4099,3191,908,73,100
nfcorpus,0,PLAIN-2113,balanced,1,4,2,2,0,1
nfcorpus,0,PLAIN-2113,balanced,1,25,13,12,1,2
nfcorpus,0,PLAIN-2113,balanced,1,43,22,21,2,4
nfcorpus,0,PLAIN-2113,balanced,1,88,44,44,4,5
nfcorpus,0,PLAIN-2113,balanced,1,224,112,112,5,6
nfcorpus,0,PLAIN-2113,balanced,1,238,119,119,6,7
nfcorpus,0,PLAIN-2113,balanced,1,362,181,181,7,8
nfcorpus,0,PLAIN-2113,balanced,1,406,203,203,8,9
